ticker,direction,entry_time,exit_time,entry,exit,pnl,result,exit_reason
KOTAKBANK_NS_1h.csv,LONG,2026-01-16 10:15:00+05:30,2026-01-16 11:15:00+05:30,423.98753008008765,421.0223719112018,-1066.6108862233573,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,LONG,2026-01-19 11:15:00+05:30,2026-01-19 15:15:00+05:30,422.7418262498351,427.28625,1271.1448189748758,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2026-01-22 10:15:00+05:30,2026-01-22 15:15:00+05:30,423.190899221712,426.78650000000005,1127.007299953801,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2026-02-04 11:15:00+05:30,2026-02-04 15:15:00+05:30,414.4114436912936,412.55618110656735,842.4742040445096,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2026-02-17 10:15:00+05:30,2026-02-17 15:15:00+05:30,422.6089229211014,424.6622372131348,-770.6315201791618,LOSS,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2026-03-10 10:15:00+05:30,2026-03-10 13:15:00+05:30,391.2103830738415,393.9513998949181,-1082.57806470203,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,LONG,2026-03-17 11:15:00+05:30,2026-03-17 15:15:00+05:30,370.1101596233664,374.0129122009278,1278.5722713454907,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2026-03-20 10:15:00+05:30,2026-03-20 11:15:00+05:30,369.4832922760147,372.07207816476796,-1087.02933935507,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,LONG,2026-03-25 11:15:00+05:30,2026-03-25 12:15:00+05:30,369.6215867056891,367.0366369383931,-1072.4620219213434,LOSS,STOP LOSS
LT_NS_1h.csv,LONG,2025-04-11 10:15:00+05:30,2025-04-11 15:15:00+05:30,3107.8932137158904,3118.44,775.9227977939672,WIN,TIME EXIT
LT_NS_1h.csv,LONG,2025-04-23 10:15:00+05:30,2025-04-23 15:15:00+05:30,3271.4091143449255,3294.3520000000003,1068.0565879581827,WIN,TIME EXIT
LT_NS_1h.csv,LONG,2025-05-02 10:15:00+05:30,2025-05-02 15:15:00+05:30,3345.667133201648,3322.269199237619,-1120.1255719244623,LOSS,STOP LOSS
